lead_id,seller_id,company_name,seller_category,service_name,seller_health_score,match_score
L100376,64000872,Ramachandran-Varghese,Machinery,Maximiser Pro,44,98
L100377,64000620,"Sani, Rajagopalan and Swamy",Chemicals,Free,69,89
L100378,64000193,"Hayer, Bora and Wason",Furniture,IM IL,91,73
L100379,64000365,"Saini, Chauhan and Ghosh",Leather,IM Star Pro,47,84
L100380,64000519,"Roy, Sharaf and Gera",Packaging,Mini Dynamic Catalog (Monthly),87,88
L100381,64000594,Ramaswamy Group,Electronics,Free,66,85
L100382,64000675,Dewan and Sons,Garments,IM IL,87,89
L100383,64000329,Viswanathan PLC,Electronics,Free,89,72
L100384,64000053,"Trivedi, Dutta and Swamy",Machinery,IM Star Pro,40,90
L100385,64000819,Chandran-Goyal,Leather,Free,86,76
L100386,64000124,Barman LLC,Machinery,IM Leader Pro,73,82
L100387,64000369,Khalsa Group,Chemicals,IM Leader Pro,46,97
L100388,64000603,"Sinha, Shenoy and Sha",Machinery,IM Leader Pro,83,73
L100389,64000669,"Sachdev, Chander and Bandi",Electronics,Free,75,90
L100390,64000156,"Saxena, Babu and Buch",Chemicals,Mini Dynamic Catalog (Annual),38,91
L100391,64000808,Kibe-Krishnamurthy,Chemicals,IM Leader Pro,44,78
L100392,64000359,Lall Inc,Furniture,IM IL,31,95
L100393,64000582,Talwar-Kota,Leather,Trustseal Pro,75,87
L100394,64000654,Chauhan-Sachdev,Garments,Free,82,98
L100395,64000037,Dubey-Apte,Machinery,Mini Dynamic Catalog (Annual),91,99
L100396,64000278,Bora-Ramakrishnan,Electronics,Maximiser Pro,69,78
L100397,64000608,Borde-Brahmbhatt,Machinery,Mini Dynamic Catalog (Monthly),26,80
L100398,64000827,"Chacko, Sant and Chad",Chemicals,Mini Dynamic Catalog (Annual),59,85
L100399,64000780,Ben-Saxena,Furniture,Maximiser Pro,69,99
L100400,64000529,Dara-Bhavsar,Garments,IM Star Pro,73,93
L100401,64000792,Bhat and Sons,Packaging,IM IL,48,81
L100402,64000516,Hans-Chhabra,Packaging,Mini Dynamic Catalog (Annual),89,74
L100403,64000209,"Yadav, Som and Shetty",Garments,Free,35,94
L100404,64000705,"Bir, Anand and Johal",Electronics,Trustseal Pro,83,92
L100405,64000673,Amble-Rajagopal,Leather,Free,56,73
L100406,64000903,Ramanathan-Banik,Agriculture,IM Star Pro,63,89
L100407,64000661,Lalla PLC,Machinery,Free,87,95
L100408,64000179,"Sen, Manne and Ray",Furniture,Maximiser Pro,42,73
L100409,64000519,"Roy, Sharaf and Gera",Packaging,Mini Dynamic Catalog (Monthly),87,94
L100410,64000587,"Johal, Gera and Gole",Garments,Free,72,76
L100411,64000646,Swamy Group,Furniture,Free,43,83
L100412,64000568,Sachdeva-Kohli,Machinery,IM Leader Pro,73,87
L100413,64000682,Kulkarni-Karpe,Electronics,Trustseal Pro,57,88
L100414,64000472,Mangat and Sons,Chemicals,Trustseal Pro,95,82
L100415,64000494,Chhabra-Mammen,Furniture,Free,37,87
L100416,64000865,Bhardwaj Group,Packaging,Free,71,76
L100417,64000943,Tata PLC,Electronics,IM IL,28,95
L100418,64000492,Apte-Agarwal,Machinery,IM Leader Pro,40,75
L100419,64000485,"Bhargava, Hari and Toor",Chemicals,Trustseal Pro,24,73
L100420,64000664,Bains-Yohannan,Furniture,Mini Dynamic Catalog (Monthly),16,75
L100421,64000160,Kalla-Virk,Agriculture,Mini Dynamic Catalog (Monthly),37,89
L100422,64000753,Jha-Comar,Leather,Mini Dynamic Catalog (Monthly),20,78
L100423,64000099,Biswas-Bhalla,Garments,IM Leader Pro,92,76
L100424,64000087,Mallick-Sanghvi,Garments,Free,84,86
L100425,64000605,Konda Group,Machinery,IM Leader Pro,56,88
L100426,64000905,Lala Inc,Machinery,IM IL,81,81
L100427,64000263,"Ganesan, Manda and Chander",Electronics,Mini Dynamic Catalog (Monthly),35,81
L100428,64000688,"Mani, Kakar and Boase",Packaging,Mini Dynamic Catalog (Monthly),84,96
L100429,64000726,Kakar Inc,Garments,IM IL,95,87
L100430,64000089,Varty-Ahuja,Leather,IM IL,79,71
L100431,64000202,Tripathi and Sons,Agriculture,Mini Dynamic Catalog (Annual),90,86
L100432,64000589,Dewan Group,Garments,Free,90,77
L100433,64000500,Wadhwa-Buch,Machinery,IM Star Pro,56,82
L100434,64000570,"Verma, Dutt and Chander",Electronics,Free,85,79
L100435,64000130,Shan-Contractor,Packaging,Mini Dynamic Catalog (Monthly),93,75
L100436,64000260,"Kade, Barad and Deo",Furniture,Free,80,89
L100437,64000149,"Kanda, Ganesh and Bansal",Furniture,IM Star Pro,72,96
L100438,64000109,Bhatia-Virk,Machinery,Free,35,74
L100439,64000420,Kala-Kala,Garments,Trustseal Pro,24,78
L100440,64000195,Kannan PLC,Electronics,Free,76,91
L100441,64000207,Bath-Ratta,Garments,Free,87,83
L100442,64000940,Keer Inc,Leather,IM Star Pro,23,85
L100443,64000240,Raju-Mallick,Leather,Free,86,86
L100444,64000339,"Bava, Mani and Char",Chemicals,IM Leader Pro,23,92
L100445,64000013,Kashyap Inc,Electronics,IM Star Pro,21,73
L100446,64000627,Bhatnagar-Deo,Electronics,Mini Dynamic Catalog (Annual),37,72
L100447,64000844,Wason and Sons,Garments,IM Star Pro,64,86
L100448,64000611,Chaudhuri and Sons,Packaging,IM Leader Pro,84,74
L100449,64000794,Kurian-Dada,Leather,IM Star Pro,85,88
L100450,64000648,Sarma-Garde,Leather,IM Star Pro,67,80
L100451,64000230,Kadakia-Shetty,Agriculture,Maximiser Pro,95,92
L100452,64000738,Biswas Inc,Machinery,IM IL,92,92
L100453,64000908,Karan LLC,Electronics,Trustseal Pro,43,96
L100454,64000846,Chander and Sons,Machinery,Free,75,81
L100455,64000352,Madan-Singhal,Chemicals,Trustseal Pro,93,88
L100456,64000150,Garg Inc,Furniture,IM IL,58,82
L100457,64000765,Desai-Chaudhry,Packaging,Free,86,77
L100458,64000119,Tripathi-Sathe,Agriculture,Mini Dynamic Catalog (Monthly),85,84
L100459,64000993,Kanda Ltd,Leather,IM IL,82,72
L100460,64000904,Dey-D’Alia,Packaging,IM Leader Pro,86,94
L100461,64000546,Khalsa-Iyengar,Packaging,IM IL,88,71
L100462,64000946,Chanda Inc,Furniture,Mini Dynamic Catalog (Annual),81,99
L100463,64000156,"Saxena, Babu and Buch",Chemicals,Mini Dynamic Catalog (Annual),38,81
L100464,64000438,Ganesh-Kadakia,Leather,IM Leader Pro,52,81
L100465,64000996,"D’Alia, Aurora and Bhakta",Furniture,Mini Dynamic Catalog (Monthly),82,87
L100466,64000935,Deshpande-Jani,Garments,Mini Dynamic Catalog (Monthly),23,93
L100467,64000911,Dar-Sawhney,Furniture,Mini Dynamic Catalog (Annual),16,95
L100468,64000312,Saraf-Kapur,Furniture,Mini Dynamic Catalog (Annual),80,80
L100469,64000115,"Bal, Dada and Desai",Electronics,Free,93,94
L100470,64000960,Chhabra PLC,Electronics,Mini Dynamic Catalog (Annual),85,96
L100471,64000672,"Kohli, Korpal and Chhabra",Leather,Trustseal Pro,46,83
L100472,64000937,Sethi Group,Electronics,Maximiser Pro,62,76
L100473,64000878,Lata and Sons,Packaging,Mini Dynamic Catalog (Annual),34,95
L100474,64000657,Sarkar-Dey,Packaging,Free,86,77
L100475,64000409,"Rajagopalan, Kale and Sachar",Furniture,Mini Dynamic Catalog (Annual),51,81
L100476,64000009,"Deol, Ramaswamy and Sarin",Chemicals,Maximiser Pro,27,93
L100477,64000101,Jha-Walia,Machinery,Maximiser Pro,90,96
L100478,64000533,Balan-Thaker,Garments,Trustseal Pro,68,75
L100479,64000388,Yadav PLC,Garments,Free,73,80
L100480,64000264,Bora LLC,Electronics,Mini Dynamic Catalog (Annual),57,82
L100481,64000389,Doshi and Sons,Agriculture,Trustseal Pro,53,84
L100482,64000456,Mammen-Ben,Chemicals,IM IL,35,78
L100483,64000208,Ramaswamy-Suresh,Furniture,Trustseal Pro,25,75
L100484,64000300,Borah Inc,Chemicals,Mini Dynamic Catalog (Annual),25,97
L100485,64000268,Handa-Saha,Agriculture,Trustseal Pro,86,98
L100486,64000420,Kala-Kala,Garments,Trustseal Pro,24,94
L100487,64000162,Golla-Sridhar,Leather,Maximiser Pro,86,90
L100488,64000892,"Maharaj, Lanka and Goyal",Leather,IM Star Pro,94,84
L100489,64000906,"Kata, Gupta and Chadha",Agriculture,IM Star Pro,68,70
L100490,64000062,"Sharma, Saxena and Balay",Garments,Free,73,78
L100491,64000588,"Madan, Behl and Dhaliwal",Agriculture,IM Star Pro,91,77
L100492,64000612,"Shere, Sankaran and Raju",Electronics,Trustseal Pro,40,85
L100493,64000540,"Balakrishnan, Bhandari and Kulkarni",Leather,Free,45,88
L100494,64000950,Savant Inc,Electronics,IM Leader Pro,24,91
L100495,64000074,Chaudhry-Bhavsar,Leather,IM Leader Pro,93,86
L100496,64000640,Chand-Khalsa,Leather,IM Star Pro,43,86
L100497,64000309,Golla Inc,Chemicals,Free,72,74
L100498,64000066,Barad-Keer,Machinery,IM Leader Pro,92,78
L100499,64000403,"Sharaf, Loyal and Ganesh",Furniture,Free,75,77
L100500,64000055,"Sathe, Goda and Kade",Electronics,Free,85,87
L100501,64000629,"Suri, Raja and Soni",Leather,Mini Dynamic Catalog (Annual),18,77
L100502,64000868,Bhavsar Inc,Furniture,IM IL,38,90
L100503,64000672,"Kohli, Korpal and Chhabra",Leather,Trustseal Pro,46,72
L100504,64000077,"Chaudhari, Shenoy and Mandal",Electronics,IM IL,92,81
L100505,64000783,Venkatesh-Tata,Furniture,IM IL,27,81
L100506,64000250,"Chana, Aggarwal and Ray",Chemicals,Mini Dynamic Catalog (Monthly),92,76
L100507,64000846,Chander and Sons,Machinery,Free,75,84
L100508,64000508,Boase Group,Garments,Free,82,83
L100509,64000164,"Mammen, Kar and Subramanian",Garments,Maximiser Pro,84,88
L100510,64000385,Ram Ltd,Electronics,IM IL,91,86
L100511,64000657,Sarkar-Dey,Packaging,Free,86,70
L100512,64000835,"Sheth, Varughese and Mangal",Garments,Free,32,86
L100513,64000539,Sheth Inc,Agriculture,Maximiser Pro,82,79
L100514,64000281,"Taneja, Saraf and Raval",Electronics,Trustseal Pro,36,95
L100515,64000193,"Hayer, Bora and Wason",Furniture,IM IL,91,87
L100516,64000631,Arya-Sampath,Agriculture,IM Star Pro,87,99
L100517,64000837,Dhawan-Gour,Leather,IM Star Pro,21,96
L100518,64000259,Guha-Dani,Chemicals,Free,84,81
L100519,64000708,Kanda Group,Electronics,Free,30,71
L100520,64000905,Lala Inc,Machinery,IM IL,81,89
L100521,64000728,"Bora, Chandra and Yohannan",Machinery,IM IL,45,81
L100522,64000298,"Warrior, Tella and Krishna",Agriculture,Mini Dynamic Catalog (Annual),37,81
L100523,64000092,Seshadri LLC,Electronics,Trustseal Pro,84,86
L100524,64000094,Bawa and Sons,Furniture,Free,89,72
L100525,64000366,Khalsa-Sibal,Garments,Mini Dynamic Catalog (Monthly),89,83
L100526,64000594,Ramaswamy Group,Electronics,Free,66,81
L100527,64000439,Sheth-Dhar,Agriculture,Mini Dynamic Catalog (Monthly),83,93
L100528,64000971,"Sengupta, Kamdar and Brar",Agriculture,IM IL,45,86
L100529,64000790,Krishnan-Chandra,Chemicals,IM Leader Pro,59,71
L100530,64000487,Saini-Mand,Garments,Free,80,81
L100531,64000229,Kari LLC,Electronics,Mini Dynamic Catalog (Annual),86,82
L100532,64000149,"Kanda, Ganesh and Bansal",Furniture,IM Star Pro,72,70
L100533,64000509,"Rajagopal, Wali and Kapadia",Furniture,Mini Dynamic Catalog (Annual),98,72
L100534,64000260,"Kade, Barad and Deo",Furniture,Free,80,88
L100535,64000165,Setty Ltd,Machinery,IM Star Pro,58,89
L100536,64000507,"Cherian, Dara and Chaudry",Garments,IM Leader Pro,25,79
L100537,64000921,Saxena-Vora,Leather,Mini Dynamic Catalog (Monthly),85,74
L100538,64000210,Dara Ltd,Garments,Free,52,95
L100539,64000562,Mangal-Chawla,Agriculture,IM IL,93,86
L100540,64000393,Bora-Contractor,Electronics,IM Star Pro,48,98
L100541,64000139,Agate-Vala,Garments,Mini Dynamic Catalog (Annual),83,72
L100542,64000473,"Chaudhry, Dhar and Balay",Machinery,IM Star Pro,32,84
L100543,64000008,Mander Group,Electronics,Trustseal Pro,86,77
L100544,64000767,Bala-Vora,Leather,Mini Dynamic Catalog (Annual),56,74
L100545,64000366,Khalsa-Sibal,Garments,Mini Dynamic Catalog (Monthly),89,96
L100546,64000022,Majumdar Ltd,Agriculture,IM Star Pro,89,83
L100547,64000146,"Raval, Chakrabarti and Handa",Machinery,IM IL,41,95
L100548,64000473,"Chaudhry, Dhar and Balay",Machinery,IM Star Pro,32,84
L100549,64000789,Mannan-Dutt,Machinery,Mini Dynamic Catalog (Monthly),91,70
L100550,64000747,Dua-Buch,Electronics,Mini Dynamic Catalog (Annual),20,91
L100551,64000062,"Sharma, Saxena and Balay",Garments,Free,73,85
L100552,64000976,Jhaveri PLC,Electronics,IM Leader Pro,50,76
L100553,64000690,Bahl Ltd,Furniture,Trustseal Pro,49,88
L100554,64000807,Rattan-Wable,Leather,IM Star Pro,32,79
L100555,64000685,Kurian-Dani,Furniture,IM Leader Pro,50,82
L100556,64000290,Banerjee-Brahmbhatt,Machinery,IM Star Pro,88,93
L100557,64000196,Devi LLC,Furniture,Trustseal Pro,96,79
L100558,64000232,"Ravel, Bora and Ramachandran",Furniture,Maximiser Pro,83,87
L100559,64000957,Dugar-Badal,Chemicals,Free,79,96
L100560,64000185,Bala-Golla,Machinery,Mini Dynamic Catalog (Annual),62,71
L100561,64000062,"Sharma, Saxena and Balay",Garments,Free,73,85
L100562,64000686,Seshadri-Amble,Chemicals,Maximiser Pro,46,75
L100563,64000425,Rajagopal-Mahajan,Agriculture,Free,86,90
L100564,64000956,"Joshi, Dada and Sandhu",Agriculture,Maximiser Pro,72,78
L100565,64000481,Kar-Walia,Furniture,Free,83,74
L100566,64000764,"Bhasin, Madan and Raval",Garments,Trustseal Pro,50,90
L100567,64000643,Dube-Amble,Electronics,Free,74,78
L100568,64000947,Cheema-Gill,Machinery,Maximiser Pro,91,88
L100569,64000252,"Kumar, Hayer and Mangal",Garments,Maximiser Pro,52,86
L100570,64000380,Basu and Sons,Machinery,Maximiser Pro,84,91
L100571,64000164,"Mammen, Kar and Subramanian",Garments,Maximiser Pro,84,87
L100572,64000439,Sheth-Dhar,Agriculture,Mini Dynamic Catalog (Monthly),83,94
L100573,64000727,Saha-Sheth,Machinery,Free,75,71
L100574,64000856,Sani-Raj,Agriculture,IM Star Pro,73,73
L100575,64000842,Kuruvilla-Gara,Electronics,IM Leader Pro,20,80
L100576,64000942,Rana-Loyal,Leather,Mini Dynamic Catalog (Monthly),73,77
L100577,64000814,Lad-Kakar,Chemicals,IM Leader Pro,82,92
L100578,64000506,"Vyas, Chawla and Lad",Electronics,Maximiser Pro,89,84
L100579,64000212,Karnik PLC,Furniture,IM Leader Pro,44,74
L100580,64000850,"Tata, Sidhu and Bal",Chemicals,IM Star Pro,25,86
L100581,64000557,Sabharwal-Kothari,Leather,IM Star Pro,19,98
L100582,64000798,Sarraf Group,Leather,Free,86,98
L100583,64000221,"Vig, Dora and Verma",Chemicals,IM IL,93,87
L100584,64000411,Batta Group,Furniture,Mini Dynamic Catalog (Annual),59,99
L100585,64000262,"Bhalla, Rattan and Bumb",Machinery,Free,75,80
L100586,64000322,Goyal Ltd,Chemicals,IM Leader Pro,79,85
L100587,64000905,Lala Inc,Machinery,IM IL,81,94
L100588,64000127,Tiwari Inc,Leather,Free,93,91
L100589,64000168,Sood-Gade,Machinery,Free,79,94
L100590,64000726,Kakar Inc,Garments,IM IL,95,91
L100591,64000181,Sarin-Madan,Agriculture,Mini Dynamic Catalog (Monthly),93,76
L100592,64000791,Sant-Aggarwal,Garments,IM Leader Pro,47,75
L100593,64000883,Swaminathan PLC,Chemicals,Mini Dynamic Catalog (Monthly),83,97
L100594,64000988,"Sahota, Dewan and Bassi",Electronics,Mini Dynamic Catalog (Annual),91,84
L100595,64000278,Bora-Ramakrishnan,Electronics,Maximiser Pro,69,79
L100596,64000791,Sant-Aggarwal,Garments,IM Leader Pro,47,85
L100597,64000713,Bassi-Rama,Leather,Mini Dynamic Catalog (Annual),96,95
L100598,64000545,"Kota, Babu and Srinivas",Furniture,IM IL,25,82
L100599,64000941,Ramesh-Thaker,Packaging,Free,26,93
L100600,64000758,Gour-Kamdar,Agriculture,Maximiser Pro,70,91
L100601,64000287,Saha Ltd,Garments,Trustseal Pro,49,96
L100602,64000664,Bains-Yohannan,Furniture,Mini Dynamic Catalog (Monthly),16,99
L100603,64000479,"Bassi, Bhatt and De",Chemicals,Free,68,94
L100604,64000891,"Bhatia, Kota and Kade",Garments,Free,45,89
L100605,64000494,Chhabra-Mammen,Furniture,Free,37,78
L100606,64000492,Apte-Agarwal,Machinery,IM Leader Pro,40,70
L100607,64000870,Lal-Vala,Packaging,IM Star Pro,21,70
L100608,64000951,Ghosh-Wadhwa,Furniture,Free,21,87
L100609,64000734,"Kota, Kothari and Yohannan",Garments,Free,69,72
L100610,64000470,"Tripathi, Chowdhury and Sampath",Packaging,Maximiser Pro,92,75
L100611,64000010,Chawla Ltd,Agriculture,Free,74,96
L100612,64000143,"Ranganathan, Wadhwa and Krishnan",Garments,IM IL,84,97
L100613,64000076,"Virk, Andra and Mani",Electronics,Free,69,88
L100614,64000611,Chaudhuri and Sons,Packaging,IM Leader Pro,84,97
L100615,64000616,Baral and Sons,Garments,Mini Dynamic Catalog (Monthly),88,83
L100616,64000865,Bhardwaj Group,Packaging,Free,71,78
L100617,64000532,Devi Group,Agriculture,Maximiser Pro,86,88
L100618,64000699,Saini Ltd,Garments,Maximiser Pro,53,88
L100619,64000161,Thaker-Doctor,Chemicals,Mini Dynamic Catalog (Annual),93,83
L100620,64000150,Garg Inc,Furniture,IM IL,58,96
L100621,64000290,Banerjee-Brahmbhatt,Machinery,IM Star Pro,88,84
L100622,64000300,Borah Inc,Chemicals,Mini Dynamic Catalog (Annual),25,89
L100623,64000010,Chawla Ltd,Agriculture,Free,74,92
L100624,64000829,"Khalsa, Wali and Dasgupta",Chemicals,IM Leader Pro,96,78
L100625,64000261,"Buch, Handa and Vyas",Electronics,Mini Dynamic Catalog (Annual),40,72
L100626,64000148,De-Mani,Chemicals,Free,93,82
L100627,64000343,Singh-Ahluwalia,Agriculture,Mini Dynamic Catalog (Annual),62,97
L100628,64000687,Kale Group,Machinery,Maximiser Pro,37,99
L100629,64000836,Khurana LLC,Electronics,Mini Dynamic Catalog (Monthly),73,94
L100630,64000417,"Amble, Toor and Chacko",Leather,Mini Dynamic Catalog (Monthly),93,95
L100631,64000461,Kumar Group,Agriculture,Maximiser Pro,93,71
L100632,64000372,Vora LLC,Agriculture,IM IL,94,76
L100633,64000003,Kannan-Mannan,Garments,IM Star Pro,65,84
L100634,64000122,Mani-Koshy,Leather,Mini Dynamic Catalog (Annual),62,91
L100635,64000804,Srivastava-Andra,Machinery,Free,50,98
L100636,64000390,"Basu, Sidhu and Rau",Garments,Free,72,82
L100637,64000592,Bhardwaj-Sastry,Leather,Free,68,83
L100638,64000455,"Lal, Rajan and Walia",Packaging,IM Leader Pro,66,81
L100639,64000216,"Krishnan, Khalsa and Dani",Agriculture,Free,77,82
L100640,64000319,Ganesh-Khalsa,Electronics,IM Leader Pro,50,71
L100641,64000309,Golla Inc,Chemicals,Free,72,97
L100642,64000089,Varty-Ahuja,Leather,IM IL,79,70
L100643,64000885,"Lala, Sangha and Varghese",Garments,IM Star Pro,94,83
L100644,64000910,Ben-Toor,Electronics,Maximiser Pro,82,75
L100645,64000092,Seshadri LLC,Electronics,Trustseal Pro,84,74
L100646,64000814,Lad-Kakar,Chemicals,IM Leader Pro,82,98
L100647,64000538,Chokshi-Chacko,Electronics,Free,69,97
L100648,64000458,Raman-Sabharwal,Electronics,IM IL,82,74
L100649,64000863,Tripathi Ltd,Electronics,IM Star Pro,24,82
L100650,64000941,Ramesh-Thaker,Packaging,Free,26,74
L100651,64000182,"Goda, Kara and Saha",Agriculture,Free,32,99
L100652,64000287,Saha Ltd,Garments,Trustseal Pro,49,94
L100653,64000290,Banerjee-Brahmbhatt,Machinery,IM Star Pro,88,97
L100654,64000146,"Raval, Chakrabarti and Handa",Machinery,IM IL,41,77
L100655,64000750,"Agrawal, Toor and Sridhar",Electronics,Free,81,74
L100656,64000105,"Raj, Halder and Bansal",Furniture,IM IL,44,93
L100657,64000427,"Koshy, Saini and Mander",Machinery,Mini Dynamic Catalog (Monthly),86,92
L100658,64000025,"Banerjee, Hayer and Vohra",Agriculture,IM Leader Pro,54,97
L100659,64000715,"Tella, Zachariah and Dhingra",Electronics,IM Star Pro,48,85
L100660,64000260,"Kade, Barad and Deo",Furniture,Free,80,91
L100661,64000624,Master-Lanka,Furniture,IM Leader Pro,96,71
L100662,64000825,Srinivas LLC,Chemicals,Free,80,83
L100663,64000261,"Buch, Handa and Vyas",Electronics,Mini Dynamic Catalog (Annual),40,85
L100664,64000440,Khare Inc,Leather,Maximiser Pro,40,78
L100665,64000959,"Kanda, Kulkarni and Yadav",Packaging,Mini Dynamic Catalog (Annual),15,82
L100666,64000817,Keer-Edwin,Chemicals,Mini Dynamic Catalog (Annual),26,81
L100667,64000782,"Madan, Kannan and Sangha",Packaging,Mini Dynamic Catalog (Monthly),94,88
L100668,64000163,Ben LLC,Furniture,Mini Dynamic Catalog (Monthly),79,84
L100669,64000727,Saha-Sheth,Machinery,Free,75,71
L100670,64000439,Sheth-Dhar,Agriculture,Mini Dynamic Catalog (Monthly),83,91
L100671,64000056,"Vaidya, Badami and Sanghvi",Garments,Trustseal Pro,26,73
L100672,64000614,Sami Group,Packaging,IM Star Pro,40,88
L100673,64000881,"Acharya, Bedi and Varma",Leather,Mini Dynamic Catalog (Annual),94,99
L100674,64000777,"Gopal, Grewal and Mani",Electronics,Trustseal Pro,47,87
L100675,64000162,Golla-Sridhar,Leather,Maximiser Pro,86,96
L100676,64000381,"Kadakia, Malhotra and Ramaswamy",Machinery,Free,83,82
L100677,64000465,"Swamy, Reddy and Saran",Agriculture,Mini Dynamic Catalog (Monthly),85,80
L100678,64000939,"Sandal, Varughese and Chaudhuri",Electronics,IM Leader Pro,63,97
L100679,64000112,"Warrior, Ahluwalia and Amble",Furniture,IM Leader Pro,22,94
L100680,64000616,Baral and Sons,Garments,Mini Dynamic Catalog (Monthly),88,82
L100681,64000180,"Kulkarni, Sidhu and Chokshi",Chemicals,Free,91,77
L100682,64000945,Hari PLC,Furniture,Free,21,86
L100683,64000771,"Khosla, Sarkar and Uppal",Garments,IM IL,30,71
L100684,64000679,Sehgal-Kala,Electronics,Mini Dynamic Catalog (Monthly),87,77
