seller_id,company_name,city,state,business_type,years_active,service_name,weekly_bl_allocation,revenue_band,persona_type,catalog_quality_score,total_products,active_categories,avg_weekly_leads,avg_weekly_lead_consumption,avg_response_rate,avg_response_time_mins,preferred_platform,seller_rating,engagement_score,seller_health_score,churn_risk,upsell_probability,last_active_days_ago,notification_open_rate,support_ticket_count,preferred_market,primary_category,secondary_categories
64000104,Lal Inc,Delhi,Delhi,LLP,5,Maximiser Pro,21,10L-40L,New Seller,78,389,50,23,21,46,40,Mobile Site,4.81,45,61,Medium,55,12,8,3,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000105,"Raj, Halder and Bansal",Noida,Uttar Pradesh,Private Limited,7,IM IL,70,40L-1.5Cr,Churning Seller,72,491,62,116,7,43,77,Mobile Site,3.55,52,44,High,24,27,21,7,Export,Furniture,Modular Desk|Wooden Table|Sofa
64000106,Sachdeva Ltd,Jaipur,Rajasthan,Private Limited,3,IM Leader Pro,40,1.5Cr-5Cr,Lazy Seller,62,162,73,43,14,36,118,Mobile Site,3.55,25,21,High,12,14,32,5,National,Furniture,Wooden Table|Office Chair|Modular Desk
64000107,Ganesan-Suresh,Surat,Gujarat,Private Limited,5,IM IL,70,5Cr-20Cr,Power Seller,94,385,12,49,28,96,4,Desktop,3.54,89,83,Low,19,2,35,4,Export,Packaging,Labels|Plastic Pouch|Shipping Box
64000108,Lalla Inc,Ludhiana,Punjab,Proprietorship,2,Maximiser Pro,21,5Cr-20Cr,Premium Stable Seller,85,139,8,17,13,79,13,Desktop,4.36,91,85,Low,35,2,9,0,Export,Packaging,Corrugated Box|Labels|Plastic Pouch
64000109,Bhatia-Virk,Mumbai,Maharashtra,LLP,11,Free,0,10L-40L,Lazy Seller,52,484,13,25,7,38,81,Desktop,3.91,19,35,High,6,22,12,0,National,Machinery,Mixer Machine|Lathe Machine|Juice Machine
64000110,"Rau, Bala and Sachar",Noida,Uttar Pradesh,Proprietorship,15,IM Star Pro,30,5Cr-20Cr,New Seller,56,495,44,41,14,45,29,Desktop,4.65,58,64,Medium,38,25,30,4,Regional,Agriculture,Drip Irrigation|Fertilizers|Seeds
64000111,Khalsa-Lata,Gurugram,Haryana,Private Limited,3,Free,0,5Cr-20Cr,New Seller,75,424,39,23,6,53,21,App,4.08,40,68,Medium,45,10,6,6,Export,Agriculture,Fertilizers|Pesticides|Seeds
64000112,"Warrior, Ahluwalia and Amble",Gurugram,Haryana,Proprietorship,3,IM Leader Pro,40,10L-40L,Lazy Seller,55,405,36,47,19,20,73,App,4.31,22,22,High,19,23,45,3,Regional,Furniture,Sofa|Office Chair|Modular Desk
64000113,Guha-Sarraf,Gurugram,Haryana,LLP,5,IM IL,70,5Cr-20Cr,Churning Seller,71,208,80,33,14,62,64,Desktop,3.97,27,40,High,14,9,39,5,National,Furniture,Wooden Table|Office Chair|Sofa
64000114,"Baral, Chaudhuri and Banerjee",Bengaluru,Karnataka,LLP,13,Maximiser Pro,21,10L-40L,Premium Stable Seller,85,290,48,14,14,97,15,Mobile Site,4.73,77,94,Low,29,0,13,8,Regional,Garments,T-Shirts|Uniforms|Kids Wear
64000115,"Bal, Dada and Desai",Mumbai,Maharashtra,Private Limited,14,Free,0,40L-1.5Cr,Premium Stable Seller,81,480,67,19,1,84,14,Mobile Site,3.91,93,93,Low,17,3,37,0,Export,Electronics,Wireless CCTV|Adapters|Fiber Optic Cable
64000116,"Tandon, Bhatnagar and Handa",Noida,Uttar Pradesh,Private Limited,12,IM IL,70,10L-40L,Power Seller,90,236,46,94,8,85,5,App,3.25,98,84,Low,11,0,27,2,Regional,Machinery,Mixer Machine|Juice Machine|Lathe Machine
64000117,"Hari, Bhardwaj and Sodhi",Jaipur,Rajasthan,Private Limited,15,Free,0,5Cr-20Cr,Lazy Seller,64,354,46,8,2,44,50,Mobile Site,3.42,31,45,High,9,22,15,0,Regional,Machinery,Juice Machine|Lathe Machine|Packaging Machine
64000118,Mangal LLC,Ludhiana,Punjab,LLP,11,IM IL,70,10L-40L,New Seller,72,99,37,29,29,57,24,Desktop,4.58,47,59,Medium,46,28,27,0,Regional,Electronics,Wireless CCTV|HDMI Cable|CCTV Camera
64000119,Tripathi-Sathe,Ahmedabad,Gujarat,Partnership,2,Mini Dynamic Catalog (Monthly),7,10L-40L,Premium Stable Seller,92,42,53,33,3,97,13,Desktop,4.06,76,85,Low,38,1,19,3,Export,Agriculture,Seeds|Pesticides|Drip Irrigation
64000120,Arya PLC,Chennai,Tamil Nadu,Private Limited,10,IM Leader Pro,40,5Cr-20Cr,Premium Stable Seller,85,173,37,12,8,87,5,Mobile Site,4.04,91,85,Low,28,1,23,6,Export,Electronics,Wireless CCTV|HDMI Cable|Adapters
64000121,"Dayal, Biswas and Chahal",Surat,Gujarat,LLP,7,IM Star Pro,30,5Cr-20Cr,Churning Seller,62,173,20,64,29,41,85,App,4.15,35,47,High,12,6,9,6,Regional,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000122,Mani-Koshy,Ludhiana,Punjab,Proprietorship,6,Mini Dynamic Catalog (Annual),10,10L-40L,New Seller,69,444,26,8,4,72,33,Desktop,3.52,42,62,Medium,58,17,38,8,Regional,Leather,Card Holder|Laptop Sleeve|Wallet
64000123,"Subramanian, Shah and Loke",Noida,Uttar Pradesh,Proprietorship,14,Free,0,40L-1.5Cr,Free Active Seller,79,406,63,12,11,65,8,App,4.76,76,71,Medium,98,24,36,5,National,Machinery,Lathe Machine|Mixer Machine|Juice Machine
64000124,Barman LLC,Jaipur,Rajasthan,LLP,9,IM Leader Pro,40,1.5Cr-5Cr,New Seller,64,258,14,65,20,53,33,App,3.9,56,73,Medium,50,11,37,3,Export,Machinery,Lathe Machine|Juice Machine|Packaging Machine
64000125,Shankar LLC,Mumbai,Maharashtra,Partnership,5,IM IL,70,5Cr-20Cr,Premium Stable Seller,87,311,33,68,43,82,6,Mobile Site,4.29,85,85,Low,27,2,32,7,Regional,Furniture,Wooden Table|Modular Desk|Sofa
64000126,Agrawal-Hegde,Surat,Gujarat,Proprietorship,3,Free,0,10L-40L,New Seller,60,288,6,7,0,74,44,App,3.43,60,75,Medium,36,29,41,3,Regional,Chemicals,Paint Chemical|Industrial Solvents|Cleaning Chemical
64000127,Tiwari Inc,Mumbai,Maharashtra,Partnership,4,Free,0,10L-40L,Premium Stable Seller,89,269,4,5,4,79,12,Desktop,4.1,95,93,Low,36,3,18,8,National,Leather,Wallet|Card Holder|Organizer Bag
64000128,Chauhan-Jhaveri,Delhi,Delhi,LLP,13,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,Churning Seller,53,289,34,57,5,63,44,Desktop,3.83,35,26,High,24,13,26,7,Export,Leather,Wallet|Passport Holder|Laptop Sleeve
64000129,Sehgal PLC,Ahmedabad,Gujarat,Proprietorship,5,Mini Dynamic Catalog (Annual),10,10L-40L,New Seller,75,213,72,35,0,72,12,Mobile Site,3.49,42,57,Medium,47,25,32,6,Export,Packaging,Plastic Pouch|Shipping Box|Labels
64000130,Shan-Contractor,Surat,Gujarat,Partnership,15,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Premium Stable Seller,85,43,11,48,4,84,14,App,3.23,93,93,Low,23,0,14,2,Export,Packaging,Corrugated Box|Shipping Box|Labels
64000131,Bobal Group,Jaipur,Rajasthan,Partnership,5,Maximiser Pro,21,10L-40L,Churning Seller,68,424,12,69,11,54,67,App,3.59,44,44,High,9,6,5,5,Export,Packaging,Corrugated Box|Plastic Pouch|Labels
64000132,Chawla Group,Chennai,Tamil Nadu,LLP,13,Free,0,5Cr-20Cr,Free Active Seller,70,202,72,17,13,85,9,Desktop,4.51,84,83,Medium,82,10,19,3,Export,Agriculture,Seeds|Fertilizers|Pesticides
64000133,"Samra, Bassi and Ray",Gurugram,Haryana,Partnership,5,IM IL,70,1.5Cr-5Cr,Churning Seller,72,66,2,44,28,39,74,Desktop,3.43,40,31,High,8,16,12,6,National,Packaging,Shipping Box|Plastic Pouch|Corrugated Box
64000134,Kalita PLC,Bengaluru,Karnataka,LLP,2,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Power Seller,93,169,54,29,1,87,11,Mobile Site,3.85,90,94,Low,10,1,9,4,National,Agriculture,Fertilizers|Drip Irrigation|Pesticides
64000135,Majumdar Inc,Ludhiana,Punjab,LLP,3,Trustseal Pro,14,40L-1.5Cr,Power Seller,95,59,48,21,3,93,8,App,3.38,89,97,Low,35,3,20,0,National,Agriculture,Seeds|Fertilizers|Pesticides
64000136,Mand-Chaudhuri,Surat,Gujarat,LLP,13,Free,0,1.5Cr-5Cr,Free Active Seller,84,173,43,24,6,75,11,Desktop,4.84,90,87,Medium,79,20,21,4,Export,Packaging,Labels|Shipping Box|Corrugated Box
64000137,"Sha, Rajan and Mall",Noida,Uttar Pradesh,Proprietorship,6,IM Star Pro,30,10L-40L,Lazy Seller,65,323,71,28,21,43,54,Mobile Site,3.98,39,33,High,11,29,14,7,National,Garments,Kids Wear|T-Shirts|Hoodies
64000138,Srivastava Group,Gurugram,Haryana,LLP,11,Trustseal Pro,14,5Cr-20Cr,Lazy Seller,59,424,50,9,7,35,72,Mobile Site,3.88,31,19,High,18,24,33,6,Export,Packaging,Labels|Shipping Box|Corrugated Box
64000139,Agate-Vala,Delhi,Delhi,Private Limited,12,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Premium Stable Seller,81,333,7,41,10,85,13,App,3.38,86,83,Low,35,3,7,4,Regional,Garments,Corporate Wear|Kids Wear|Uniforms
64000140,Handa Inc,Bengaluru,Karnataka,Proprietorship,8,Free,0,10L-40L,Free Active Seller,82,276,21,16,0,79,17,App,3.91,91,86,Medium,97,20,6,1,Export,Machinery,Mixer Machine|Juice Machine|Lathe Machine
64000141,Gera Group,Mumbai,Maharashtra,Private Limited,5,Free,0,10L-40L,Free Active Seller,84,263,14,19,14,90,8,App,3.28,86,83,Medium,86,15,8,0,National,Packaging,Plastic Pouch|Labels|Shipping Box
64000142,Halder-Agate,Gurugram,Haryana,Proprietorship,15,Maximiser Pro,21,40L-1.5Cr,New Seller,71,238,61,34,12,50,45,Desktop,4.29,45,55,Medium,52,25,28,6,Regional,Electronics,Wireless CCTV|CCTV Camera|Fiber Optic Cable
64000143,"Ranganathan, Wadhwa and Krishnan",Chennai,Tamil Nadu,Proprietorship,8,IM IL,70,1.5Cr-5Cr,Premium Stable Seller,90,405,10,78,13,78,14,App,3.54,81,84,Low,23,1,8,4,Export,Garments,Corporate Wear|Uniforms|Hoodies
64000144,Kota-Kapadia,Noida,Uttar Pradesh,Private Limited,10,IM IL,70,40L-1.5Cr,Lazy Seller,47,436,40,83,10,42,85,App,3.4,37,29,High,10,26,20,1,Regional,Electronics,CCTV Camera|Adapters|Wireless CCTV
64000145,Raj PLC,Surat,Gujarat,Proprietorship,9,IM IL,70,40L-1.5Cr,Lazy Seller,48,304,23,67,36,44,94,App,4.63,15,30,High,10,9,40,0,National,Machinery,Packaging Machine|Lathe Machine|Mixer Machine
64000146,"Raval, Chakrabarti and Handa",Delhi,Delhi,LLP,3,IM IL,70,10L-40L,Churning Seller,67,232,58,67,21,62,88,Desktop,3.7,46,41,High,20,7,18,3,Export,Machinery,Juice Machine|Mixer Machine|Packaging Machine
64000147,Sundaram-Joshi,Ludhiana,Punjab,Proprietorship,13,Free,0,10L-40L,Lazy Seller,72,297,7,19,6,27,113,Mobile Site,4.61,13,23,High,16,18,16,4,Regional,Machinery,Mixer Machine|Lathe Machine|Juice Machine
64000148,De-Mani,Noida,Uttar Pradesh,Private Limited,6,Free,0,40L-1.5Cr,Power Seller,85,332,56,10,9,92,5,Desktop,4.57,98,93,Low,32,1,37,5,Export,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000149,"Kanda, Ganesh and Bansal",Ludhiana,Punjab,Proprietorship,6,IM Star Pro,30,1.5Cr-5Cr,New Seller,64,480,14,22,13,63,27,Mobile Site,3.42,70,72,Medium,51,6,9,3,Regional,Furniture,Office Chair|Sofa|Modular Desk
64000150,Garg Inc,Surat,Gujarat,Proprietorship,13,IM IL,70,1.5Cr-5Cr,New Seller,70,251,11,86,11,49,27,Mobile Site,4.79,60,58,Medium,47,17,24,7,National,Furniture,Modular Desk|Wooden Table|Office Chair
64000151,Dasgupta-Bose,Surat,Gujarat,Partnership,14,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,New Seller,78,293,52,18,6,59,32,App,3.75,67,47,Medium,60,11,19,5,Export,Electronics,Adapters|HDMI Cable|CCTV Camera
64000152,"Bir, Swaminathan and Chakraborty",Chennai,Tamil Nadu,Proprietorship,10,IM Leader Pro,40,10L-40L,Lazy Seller,43,28,17,25,14,22,52,App,3.54,30,40,High,19,19,45,2,Export,Furniture,Office Chair|Sofa|Modular Desk
64000153,Seshadri-Gera,Ludhiana,Punjab,Proprietorship,14,Free,0,1.5Cr-5Cr,Free Active Seller,72,360,23,6,3,85,10,Mobile Site,4.39,78,70,Medium,86,25,15,6,Export,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000154,Kumer Group,Gurugram,Haryana,Partnership,1,Free,0,40L-1.5Cr,Churning Seller,52,24,3,15,3,38,53,App,3.32,53,41,High,19,18,25,1,Export,Electronics,Adapters|Fiber Optic Cable|CCTV Camera
64000155,Bava-Luthra,Gurugram,Haryana,Partnership,6,Free,0,40L-1.5Cr,Free Active Seller,79,93,10,21,0,69,11,App,3.8,74,88,Medium,96,24,14,2,National,Packaging,Shipping Box|Corrugated Box|Labels
64000156,"Saxena, Babu and Buch",Chennai,Tamil Nadu,LLP,14,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Churning Seller,78,199,56,25,2,36,42,Mobile Site,3.34,27,38,High,17,12,36,4,Export,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000157,Dugar-Jain,Delhi,Delhi,Private Limited,4,Maximiser Pro,21,10L-40L,Premium Stable Seller,90,217,16,35,15,87,13,App,4.79,76,85,Low,30,0,9,6,Export,Packaging,Labels|Plastic Pouch|Shipping Box
64000158,Mannan Group,Jaipur,Rajasthan,Private Limited,9,Trustseal Pro,14,5Cr-20Cr,New Seller,79,27,35,18,0,60,14,Mobile Site,3.69,40,63,Medium,37,6,33,6,National,Agriculture,Drip Irrigation|Fertilizers|Pesticides
64000159,Sarma Group,Jaipur,Rajasthan,Partnership,11,Trustseal Pro,14,10L-40L,Premium Stable Seller,86,433,21,39,5,80,7,App,4.39,77,94,Low,21,3,16,0,Regional,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000160,Kalla-Virk,Gurugram,Haryana,LLP,2,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Lazy Seller,59,379,3,15,7,31,55,Desktop,3.83,10,37,High,9,16,18,1,Regional,Agriculture,Fertilizers|Drip Irrigation|Pesticides
64000161,Thaker-Doctor,Surat,Gujarat,LLP,5,Mini Dynamic Catalog (Annual),10,1.5Cr-5Cr,Premium Stable Seller,86,281,48,8,7,96,13,Desktop,3.63,77,93,Low,29,1,7,1,Regional,Chemicals,Industrial Solvents|Cleaning Chemical|Paint Chemical
64000162,Golla-Sridhar,Bengaluru,Karnataka,Partnership,1,Maximiser Pro,21,40L-1.5Cr,Power Seller,83,496,6,58,7,100,7,App,4.76,92,86,Low,15,2,21,4,Regional,Leather,Card Holder|Wallet|Laptop Sleeve
64000163,Ben LLC,Chennai,Tamil Nadu,Private Limited,2,Mini Dynamic Catalog (Monthly),7,10L-40L,Premium Stable Seller,83,55,61,23,4,85,15,Mobile Site,3.98,91,79,Low,27,2,24,3,National,Furniture,Sofa|Wooden Table|Modular Desk
64000164,"Mammen, Kar and Subramanian",Chennai,Tamil Nadu,Private Limited,12,Maximiser Pro,21,5Cr-20Cr,Premium Stable Seller,92,481,71,36,4,89,12,Desktop,3.6,90,84,Low,38,0,23,0,National,Garments,Hoodies|Uniforms|T-Shirts
64000165,Setty Ltd,Delhi,Delhi,LLP,14,IM Star Pro,30,40L-1.5Cr,New Seller,58,50,20,40,2,51,43,Mobile Site,3.9,47,58,Medium,50,6,24,7,Export,Machinery,Mixer Machine|Juice Machine|Packaging Machine
64000166,Boase Ltd,Gurugram,Haryana,Partnership,9,IM IL,70,1.5Cr-5Cr,Churning Seller,52,153,42,107,50,33,80,App,3.97,28,27,High,14,27,15,1,Regional,Agriculture,Drip Irrigation|Fertilizers|Seeds
64000167,Shah Inc,Mumbai,Maharashtra,Partnership,3,Trustseal Pro,14,1.5Cr-5Cr,Power Seller,96,203,28,33,4,99,7,Desktop,3.35,93,85,Low,27,3,44,4,Export,Electronics,Fiber Optic Cable|HDMI Cable|Wireless CCTV
64000168,Sood-Gade,Chennai,Tamil Nadu,Partnership,4,Free,0,10L-40L,Free Active Seller,74,282,8,14,4,67,16,App,4.65,77,79,Medium,87,10,36,8,Regional,Machinery,Lathe Machine|Mixer Machine|Juice Machine
64000169,Mangat and Sons,Gurugram,Haryana,LLP,2,Mini Dynamic Catalog (Annual),10,10L-40L,Churning Seller,50,210,12,42,9,33,53,Desktop,4.9,28,26,High,17,13,13,7,Regional,Agriculture,Pesticides|Fertilizers|Drip Irrigation
64000170,"Mahal, Bhavsar and Gour",Gurugram,Haryana,Private Limited,2,Free,0,40L-1.5Cr,Power Seller,83,35,50,18,5,90,11,Desktop,3.67,93,94,Low,25,2,29,2,Regional,Chemicals,Paint Chemical|Cleaning Chemical|Industrial Solvents
64000171,"Rajagopalan, Krishnan and Dixit",Chennai,Tamil Nadu,Proprietorship,11,Free,0,40L-1.5Cr,Free Active Seller,85,163,51,9,6,78,13,Mobile Site,4.89,85,69,Medium,77,11,35,0,National,Furniture,Sofa|Office Chair|Modular Desk
64000172,Andra Ltd,Surat,Gujarat,LLP,9,IM Leader Pro,40,1.5Cr-5Cr,Lazy Seller,72,183,78,33,1,40,89,Desktop,4.57,18,20,High,5,30,31,8,National,Machinery,Lathe Machine|Packaging Machine|Mixer Machine
64000173,Ramanathan Ltd,Chennai,Tamil Nadu,Proprietorship,3,Maximiser Pro,21,40L-1.5Cr,Power Seller,89,453,51,50,5,93,10,Mobile Site,3.74,81,89,Low,28,1,45,5,Export,Machinery,Juice Machine|Lathe Machine|Mixer Machine
64000174,"Sridhar, Ratta and Saini",Delhi,Delhi,Private Limited,10,Trustseal Pro,14,10L-40L,Premium Stable Seller,84,39,13,8,3,93,11,Mobile Site,4.01,84,83,Low,30,1,22,3,Regional,Furniture,Sofa|Office Chair|Modular Desk
64000175,Vora-Wason,Surat,Gujarat,Proprietorship,15,Free,0,1.5Cr-5Cr,Free Active Seller,71,416,16,21,11,65,7,Mobile Site,4.8,88,90,Medium,79,7,26,1,National,Furniture,Wooden Table|Modular Desk|Office Chair
64000176,Lanka-Dua,Ludhiana,Punjab,Private Limited,3,IM IL,70,40L-1.5Cr,Churning Seller,75,375,80,105,45,61,65,App,3.72,31,42,High,22,12,45,4,Regional,Furniture,Office Chair|Sofa|Modular Desk
64000177,"Ben, Devi and Saxena",Mumbai,Maharashtra,Partnership,12,IM IL,70,10L-40L,Premium Stable Seller,79,309,15,68,18,83,12,Desktop,3.79,85,85,Low,35,2,21,2,Export,Furniture,Office Chair|Modular Desk|Wooden Table
64000178,Dass-Ranganathan,Gurugram,Haryana,Private Limited,8,IM Star Pro,30,5Cr-20Cr,Power Seller,88,75,2,11,6,92,3,Desktop,4.7,91,90,Low,35,3,32,6,National,Leather,Card Holder|Passport Holder|Laptop Sleeve
64000179,"Sen, Manne and Ray",Bengaluru,Karnataka,LLP,2,Maximiser Pro,21,10L-40L,Lazy Seller,50,170,4,45,8,48,49,App,3.49,35,42,High,6,8,25,2,Export,Furniture,Modular Desk|Wooden Table|Sofa
64000180,"Kulkarni, Sidhu and Chokshi",Gurugram,Haryana,Partnership,6,Free,0,5Cr-20Cr,Premium Stable Seller,78,47,14,15,6,91,13,Mobile Site,4.14,80,91,Low,20,1,35,4,Export,Chemicals,Industrial Solvents|Paint Chemical|Cleaning Chemical
64000181,Sarin-Madan,Ludhiana,Punjab,Private Limited,4,Mini Dynamic Catalog (Monthly),7,10L-40L,Power Seller,94,238,13,23,7,100,4,Desktop,3.55,81,93,Low,10,1,41,4,Regional,Agriculture,Seeds|Drip Irrigation|Fertilizers
64000182,"Goda, Kara and Saha",Noida,Uttar Pradesh,Partnership,5,Free,0,5Cr-20Cr,Lazy Seller,71,114,49,17,11,36,51,Desktop,3.65,30,32,High,17,10,30,4,Regional,Agriculture,Seeds|Pesticides|Drip Irrigation
64000183,Khanna-Jayaraman,Ludhiana,Punjab,Partnership,3,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,New Seller,57,407,77,19,8,66,32,Mobile Site,3.91,65,62,Medium,48,6,35,7,Export,Leather,Wallet|Organizer Bag|Passport Holder
64000184,"Dalal, Chaudhary and Ganguly",Ahmedabad,Gujarat,LLP,5,IM IL,70,10L-40L,Power Seller,83,128,26,21,1,89,3,Mobile Site,3.94,94,87,Low,15,3,41,2,Export,Machinery,Packaging Machine|Lathe Machine|Juice Machine
64000185,Bala-Golla,Ludhiana,Punjab,Private Limited,15,Mini Dynamic Catalog (Annual),10,5Cr-20Cr,New Seller,57,458,37,38,7,57,45,Desktop,3.9,52,62,Medium,45,5,10,1,Regional,Machinery,Mixer Machine|Juice Machine|Lathe Machine
64000186,"Chauhan, Babu and Jayaraman",Chennai,Tamil Nadu,Partnership,13,Free,0,40L-1.5Cr,Free Active Seller,87,268,75,24,15,76,11,App,3.89,78,80,Medium,95,6,40,6,Regional,Furniture,Modular Desk|Wooden Table|Office Chair
64000187,Bhasin-Jayaraman,Jaipur,Rajasthan,Private Limited,12,Mini Dynamic Catalog (Monthly),7,10L-40L,Churning Seller,73,438,40,24,4,60,59,Desktop,3.43,43,20,High,15,20,29,5,National,Electronics,HDMI Cable|Adapters|Wireless CCTV
64000188,Raju-Goswami,Jaipur,Rajasthan,Partnership,4,Maximiser Pro,21,5Cr-20Cr,Lazy Seller,66,283,22,13,4,51,106,Desktop,4.53,37,26,High,6,27,34,0,Regional,Electronics,HDMI Cable|Adapters|CCTV Camera
64000189,Chana Ltd,Ahmedabad,Gujarat,Proprietorship,14,Maximiser Pro,21,10L-40L,Power Seller,83,208,61,69,12,99,2,Desktop,3.83,91,88,Low,18,0,39,7,Regional,Electronics,HDMI Cable|CCTV Camera|Adapters
64000190,Kulkarni-Chaudhary,Noida,Uttar Pradesh,Private Limited,6,IM Star Pro,30,40L-1.5Cr,Churning Seller,73,103,75,32,27,35,61,Mobile Site,3.55,21,32,High,6,12,42,6,Export,Agriculture,Drip Irrigation|Fertilizers|Seeds
64000191,"Wason, Shanker and Lall",Delhi,Delhi,Partnership,8,Trustseal Pro,14,1.5Cr-5Cr,Churning Seller,69,384,37,32,14,30,53,App,3.63,36,39,High,14,17,30,4,Export,Machinery,Lathe Machine|Mixer Machine|Juice Machine
64000192,Mani-Madan,Bengaluru,Karnataka,LLP,10,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,Power Seller,93,192,37,45,5,94,6,Mobile Site,4.41,83,97,Low,12,2,42,4,Regional,Agriculture,Seeds|Pesticides|Drip Irrigation
64000193,"Hayer, Bora and Wason",Mumbai,Maharashtra,Proprietorship,15,IM IL,70,40L-1.5Cr,Power Seller,92,484,55,56,24,89,2,App,4.44,95,91,Low,18,0,15,8,Export,Furniture,Wooden Table|Modular Desk|Office Chair
64000194,"Uppal, Ganesan and Bassi",Noida,Uttar Pradesh,Private Limited,9,Free,0,40L-1.5Cr,Free Active Seller,75,69,62,9,4,91,15,Mobile Site,4.73,87,73,Medium,84,28,42,1,Regional,Machinery,Juice Machine|Mixer Machine|Packaging Machine
64000195,Kannan PLC,Surat,Gujarat,Proprietorship,12,Free,0,10L-40L,Free Active Seller,83,170,61,8,7,90,10,App,4.71,81,76,Medium,93,6,33,1,Export,Electronics,CCTV Camera|HDMI Cable|Wireless CCTV
64000196,Devi LLC,Jaipur,Rajasthan,Private Limited,7,Trustseal Pro,14,1.5Cr-5Cr,Power Seller,86,181,25,54,1,91,7,Mobile Site,4.88,93,96,Low,14,3,21,0,Regional,Furniture,Modular Desk|Office Chair|Wooden Table
64000197,"Bains, Gala and Sabharwal",Noida,Uttar Pradesh,Private Limited,4,Trustseal Pro,14,10L-40L,Churning Seller,65,226,56,35,6,35,41,Mobile Site,3.54,47,40,High,18,5,24,0,National,Furniture,Modular Desk|Wooden Table|Sofa
64000198,Chaudhary-Swaminathan,Bengaluru,Karnataka,Proprietorship,1,Mini Dynamic Catalog (Monthly),7,1.5Cr-5Cr,New Seller,75,196,41,13,1,68,25,Desktop,3.31,47,67,Medium,63,17,3,4,National,Agriculture,Seeds|Pesticides|Drip Irrigation
64000199,"Arya, Deshpande and Goswami",Noida,Uttar Pradesh,Private Limited,7,Trustseal Pro,14,40L-1.5Cr,New Seller,65,104,53,6,1,73,41,Desktop,4.45,51,69,Medium,41,12,38,8,Regional,Packaging,Plastic Pouch|Shipping Box|Labels
64000200,Chaudhary-Sama,Gurugram,Haryana,Private Limited,12,Mini Dynamic Catalog (Monthly),7,10L-40L,New Seller,67,44,78,8,1,73,26,Desktop,4.37,64,62,Medium,54,25,27,7,National,Garments,T-Shirts|Uniforms|Corporate Wear
64000201,Tata Group,Gurugram,Haryana,Private Limited,8,Trustseal Pro,14,40L-1.5Cr,New Seller,61,71,68,22,9,67,10,App,4.61,49,58,Medium,56,24,7,8,Export,Garments,Corporate Wear|T-Shirts|Kids Wear
64000202,Tripathi and Sons,Chennai,Tamil Nadu,Partnership,5,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,Power Seller,97,123,47,50,6,91,11,Desktop,4.13,86,90,Low,26,2,14,7,National,Agriculture,Drip Irrigation|Fertilizers|Seeds
64000203,"Verma, Srivastava and Singhal",Ahmedabad,Gujarat,Partnership,1,Mini Dynamic Catalog (Annual),10,40L-1.5Cr,New Seller,58,419,67,9,1,71,41,App,4.88,44,75,Medium,37,13,19,4,National,Packaging,Shipping Box|Corrugated Box|Labels
64000204,Vohra PLC,Delhi,Delhi,Partnership,14,Mini Dynamic Catalog (Monthly),7,40L-1.5Cr,Churning Seller,77,68,7,5,1,48,71,App,3.81,40,33,High,8,26,29,4,Export,Chemicals,Cleaning Chemical|Paint Chemical|Industrial Solvents
64000205,Khanna PLC,Gurugram,Haryana,Private Limited,14,Free,0,40L-1.5Cr,Free Active Seller,75,447,51,20,13,68,11,Desktop,3.43,82,82,Medium,83,25,4,2,Regional,Electronics,HDMI Cable|Fiber Optic Cable|Adapters
64000206,Chaudry-Mane,Jaipur,Rajasthan,LLP,13,Free,0,5Cr-20Cr,Premium Stable Seller,83,470,18,20,15,97,9,App,3.28,86,78,Low,36,0,17,5,Regional,Agriculture,Pesticides|Drip Irrigation|Fertilizers
64000207,Bath-Ratta,Bengaluru,Karnataka,Proprietorship,11,Free,0,5Cr-20Cr,Free Active Seller,86,241,33,20,11,81,16,Desktop,4.63,92,87,Medium,78,26,36,0,Regional,Garments,Kids Wear|T-Shirts|Uniforms
64000208,Ramaswamy-Suresh,Mumbai,Maharashtra,LLP,14,Trustseal Pro,14,5Cr-20Cr,Lazy Seller,44,45,66,19,8,51,81,App,4.59,17,25,High,13,25,6,7,National,Furniture,Sofa|Office Chair|Wooden Table
64000209,"Yadav, Som and Shetty",Chennai,Tamil Nadu,LLP,2,Free,0,10L-40L,Lazy Seller,60,72,53,18,1,27,103,Desktop,4.55,33,35,High,5,22,40,4,Export,Garments,Hoodies|Kids Wear|Uniforms
